Entity Identifier;EntityType Identifier;Categories;File name (file_name);Image stock number (eth_image_stock_number);Photographer (eth_photographer);"Title (title;en)";"Description (description;en)";Dating (eth_dating);"Is part of (eth_is_part_of;en)";Impressum (eth_imprint);"Physical description (eth_physical_description;en)";"Dimension (eth_dimension;en)";Special size (eth_special_dimensions);"Orientation (eth_form;en)";"Colour (eth_colour;en)";DOI Link (eth_doi_link);License (eth_license);"Availabilty (eth_availability;en)";"Copyright notice (eth_copyright_notice;en)";"Comments (eth_comments;en)"
508d1c78-3e31-4062-bf4c-482a4a4e05ba;AssetSet;04d8e311-b1b7-47fa-bb30-64ec17181a6e, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 180f7c2c-afe6-4cc1-b3a1-45311043b437, fe49158e-498e-479b-a695-36e2bf25e182, b27a850d-c251-4391-84ec-82e4924b7ea1, e334a879-6648-4907-9ad6-a86d3d587f94, 61e2cb6c-4bd6-487e-93d5-2506337cb787, bf8854cf-327e-471d-a270-2af6c26d2a9a, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 36c5613e-aa5a-4173-962d-796f0df8cf68, e669b15b-4bf7-480d-9b28-29c1bbafdb63, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 14709f32-a727-4799-b324-b28d66e34913, 41feb4b8-55db-4665-8455-927f734544f3, 58176c59-357c-4f49-8771-cdd5c97e937b, 5d330987-d9b4-4cf6-89dc-06adfc48e2bd, 5d251ded-f81f-44a2-994f-7f6b2712ad56, 676abce2-153e-46bd-8b0a-41f018449fdf, 85887962-7c8f-4563-a73b-3699c041e3fe, 863d5565-bfc6-44a2-a84e-021f47583fd9, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-035336.tif;90.19.01 /A31;Swissair, Fotograf;Swissair Boeing 747-257 B (Jumbo) before the silencer stand-up run at Zurich-Kloten;Test facility, B-747 parked at silencer for stationary run;1972-1981;Employees, 1972-1981. reportage with 156 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000269869;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-035336;
afa55087-174a-491d-9404-b73700c74ba6;AssetSet;61e2cb6c-4bd6-487e-93d5-2506337cb787, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, a0f54f53-a526-41aa-8637-2ca452d9a41b, e669b15b-4bf7-480d-9b28-29c1bbafdb63, e334a879-6648-4907-9ad6-a86d3d587f94, d85a8eaa-936d-41cd-a15a-445b54c052c4, 29858dff-b376-40aa-aac8-23ac623c9e0a, 764f9c9b-827f-4d36-a1e1-d5d9739060bf, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 33e35255-026a-406c-9ef1-a5e68c6ae47e, bf8854cf-327e-471d-a270-2af6c26d2a9a, 676abce2-153e-46bd-8b0a-41f018449fdf, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-035350.tif;90.19.01 /B42;Swissair;Maintenance technician opens an access panel on the underside of an aircraft;;ca. 1980;Employees, 1972-1981. reportage with 156 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000269871;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-035350;
8542295e-a2ff-4a94-80fa-a1efb0fcf63f;AssetSet;e334a879-6648-4907-9ad6-a86d3d587f94, cc1b9d8a-b008-47b6-aa04-801719e4c19a, 676abce2-153e-46bd-8b0a-41f018449fdf, 5d330987-d9b4-4cf6-89dc-06adfc48e2bd, 50c06da6-d646-44fc-ab67-53d0dbe5b829, 59896f01-75e5-4263-a9b3-9a2be010caca, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, bf8854cf-327e-471d-a270-2af6c26d2a9a, 6d6f00f7-01f0-4a99-9900-403ac8a16359, 33e35255-026a-406c-9ef1-a5e68c6ae47e, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 742cd00f-b50a-43e8-a241-c1d3c19d9d95, d54223df-d85d-4b78-bc22-77f898f719b3, a0f54f53-a526-41aa-8637-2ca452d9a41b, e669b15b-4bf7-480d-9b28-29c1bbafdb63, d03103c5-4946-46d0-85dd-817558f3e807, 2b1fe3e7-aa0e-4593-9dbe-8d2924958f90, 160a3611-c9fe-452c-8ca4-2153e46b98da, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-035377.tif;90.19.01 /B53;Swissair;Swissair logistics exercise on the model of a Boeing 747-257 B (Jumbo);;1972-1981;Employees, 1972-1981. reportage with 156 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000269874;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-035377;
8655af9b-3338-4bf3-b9e2-6bd38c798bc6;AssetSet;99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, f0734acf-748c-4445-8364-efd2908da4a0, 566d706f-7b8e-4ce6-8010-4b8e599b786d, 810bd695-b335-448c-9b40-557256606625, 33e35255-026a-406c-9ef1-a5e68c6ae47e, c166f6f1-fd2d-4dc7-adf6-bc08e705a4be, 14709f32-a727-4799-b324-b28d66e34913, 1e7af920-b2cb-4feb-8b49-567c17a5da1f, e334a879-6648-4907-9ad6-a86d3d587f94, bf8854cf-327e-471d-a270-2af6c26d2a9a, 863d5565-bfc6-44a2-a84e-021f47583fd9, 640731e5-d54a-44ca-a25b-8cbc4b603e66, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 0560baf8-24be-45b2-a2b0-8358a6bd1066, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, a0f54f53-a526-41aa-8637-2ca452d9a41b, d54223df-d85d-4b78-bc22-77f898f719b3, 36c5613e-aa5a-4173-962d-796f0df8cf68, 6a6f6abe-3233-475a-8a06-2ec4d67fbdab, 59bc8081-a484-4e33-ad19-79931fe32580, 37330e02-9b09-4c4c-8731-8bd47cb0d71a, fe49158e-498e-479b-a695-36e2bf25e182, 3d475045-d31d-4f73-90e4-93014072bbe7, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-035555.tif;90.22.01 /;Swissair;Captain in the cockpit of a Douglas DC-10 of Swissair;;1982;Giants of the air (Mondobuch), 1960-2001. Reportage with 114 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000269899;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-035555;
bcabb27d-2d63-46cc-99f3-a1a6c9043f24;AssetSet;59896f01-75e5-4263-a9b3-9a2be010caca, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 41feb4b8-55db-4665-8455-927f734544f3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 5ce0001f-dd4a-4d95-bfb4-3a3dc57e9c89, 676abce2-153e-46bd-8b0a-41f018449fdf, c96be7f9-51df-4501-8cfe-4f8652129dd2, e334a879-6648-4907-9ad6-a86d3d587f94, 33e35255-026a-406c-9ef1-a5e68c6ae47e, e49f950a-c967-4c85-a98f-9e9cdb35b799, f687400f-e009-4efa-85b8-b2891e17a35e, 14709f32-a727-4799-b324-b28d66e34913, e669b15b-4bf7-480d-9b28-29c1bbafdb63, bf8854cf-327e-471d-a270-2af6c26d2a9a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-035598.tif;90.22.01 /MB 53;Swissair, Fotograf;Baggage conveyor belt at Zurich-Kloten airport;Baggage conveyor belt. Baggage sorting system;1981-2001;Giants of the air (Mondobuch), 1960-2001. Reportage with 114 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000269906;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-035598;
918c29ad-027d-4265-a018-73802102fa83;AssetSet;676abce2-153e-46bd-8b0a-41f018449fdf, 07d00d08-8631-47f0-b93e-f1bdb45f9a87, bdc2507f-7f5d-48e0-8542-b4588e724e7b, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, b6d25fbe-4d60-4b50-b409-0b3a823ad3fd, 0237f4a1-f290-41bd-a252-47dc342baf92, 14709f32-a727-4799-b324-b28d66e34913, bc307d98-b0cc-4e54-b1f7-ed8314a6f526, 28949003-89cf-4218-8c4e-e8c68846fbfe, 7fc665e5-34e3-46ba-a6b2-9fc8e898076e, bf8854cf-327e-471d-a270-2af6c26d2a9a, 85124a65-6af9-41c5-a54d-423e3d3c0b3c, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 14de2d90-85b4-4cac-a148-43d73a854597, d3eb50b5-a6e5-4441-92c3-489027016871, fc16886f-4b8d-4278-bc40-79234a512f70, dda45095-5d0d-4f01-b9b2-1890e7e088bc, 863d5565-bfc6-44a2-a84e-021f47583fd9, 85ba29e3-4576-48ac-968c-dd178ff708a7, a67d64d1-695c-4637-9859-7424121767db, 2b1fe3e7-aa0e-4593-9dbe-8d2924958f90, a59fd817-2bee-4403-b060-955ed9878ef0, 3b26ec9b-4c12-4b52-b95a-e496a7b91ad3, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-035677.tif;90.23.01 /51;Swissair, Fotograf;Zurich-Kloten airport station, platform;Left: Wall design based on an artistic design by Charlotte Schmid, graphic designer, together with Willi Walter, architect, Paul Leber, graphic designer. Ornamental band of large enamel panels on both platform walls, length 390 m each, height 4.5 m;1981-2001;Advertising brochures, 1981-2001. reportage with 153 images (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000269920;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-035677;Camille Bamert: Left: Wall design based on an artistic design by Charlotte Schmid, graphic designer, together with Willi Walter, architect, Paul Leber, graphic designer. Ornamental band of large enamel panels on both platform walls, length 390 m each, height 4.5 m
581beb7d-816f-4b25-b41a-53313e57b5ef;AssetSet;c52ae57d-d242-4be1-9ad6-353cd4d800d0, 35474658-7f4e-4e48-8dc6-81942bc97688, 5d330987-d9b4-4cf6-89dc-06adfc48e2bd, b480bf6d-91eb-486b-9654-b6c05fb6ba9f, e334a879-6648-4907-9ad6-a86d3d587f94, 33e35255-026a-406c-9ef1-a5e68c6ae47e, dfb2c3bd-9258-485a-afae-f12d8f8227fd, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 6cae0121-5288-428a-a106-fb88b68204d4, 14709f32-a727-4799-b324-b28d66e34913, 5e057f1b-962e-4d2a-b74c-1808280d8ced, 61e2cb6c-4bd6-487e-93d5-2506337cb787, bf8854cf-327e-471d-a270-2af6c26d2a9a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-037117.tif;94.01.01 /;Swissair;Maintenance of a piston engine of a Douglas DC-7C;;1957;FAPH : History of SWISSAIR, 1931-2001. Report with 169 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000270190;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-037117;
86e850fa-bb25-48bf-a565-13344172d938;AssetSet;bf8854cf-327e-471d-a270-2af6c26d2a9a, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, fe49158e-498e-479b-a695-36e2bf25e182, db79ad44-87db-4660-9fba-f07ccab6e013, c66e9fb7-938e-4388-9306-c1f438a09a71, 14709f32-a727-4799-b324-b28d66e34913, 36c5613e-aa5a-4173-962d-796f0df8cf68, 41feb4b8-55db-4665-8455-927f734544f3, 7c2af060-a840-4c08-abcc-e05a28a60ddd, e334a879-6648-4907-9ad6-a86d3d587f94, 95f3919c-0601-4a88-845b-ec4fc12be5d1, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 6187fa40-28e5-49a9-85b1-3b5af5f18630, ec7c9000-f7f5-4485-a16e-107fd4ede087, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 863d5565-bfc6-44a2-a84e-021f47583fd9, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-037471.tif;95.01.04 /47;Swissair, Fotograf;De Havilland Dragon Rapide D.H. 89A, HB-APE in flight over Geroldswil;Flown by Swissair 1948-1954;1948-1954;History of aviation, 1915-1985. Reportage with 56 pictures (selection digitized, no additional motifs available);;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000489012;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-037471;
ec72f53f-7925-4428-bf27-b13bedf43d53;AssetSet;33e35255-026a-406c-9ef1-a5e68c6ae47e, bcf56243-5e0a-4591-980d-2a83fc29567d, 180f7c2c-afe6-4cc1-b3a1-45311043b437, bf8854cf-327e-471d-a270-2af6c26d2a9a, 13259ed2-0be4-47db-bc42-50db1641398e, e334a879-6648-4907-9ad6-a86d3d587f94, 35474658-7f4e-4e48-8dc6-81942bc97688, 251bb946-7ad0-4fe5-9ebe-ac1a1c82d1c4, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 14709f32-a727-4799-b324-b28d66e34913, 810bd695-b335-448c-9b40-557256606625, 645dbfc7-98e1-40af-a7b3-4f973dd65538, fe49158e-498e-479b-a695-36e2bf25e182, 85b6d3cc-9a9a-4809-a20f-e746050a6b00, ce850b02-20e0-4666-a576-c33f6850415a, 863d5565-bfc6-44a2-a84e-021f47583fd9, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-038072.tif;95.01.15-1 /66;Swissair;"McDonnell Douglas DC-8-62, HB-IDF ""Zurich"" later ""Schwyz"" in flight";;ca. 1970;Why I'd go back to being a steward, audio-visual show, 2nd copy, circa 1970. 118-image reportage (selection digitized, no additional subjects available).;;Photography : diapositive;2,4 x 3,6 cm;;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000270432;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-038072;
f9029e7c-deea-48ad-94ab-1a4bb6f2cf59;AssetSet;d32bbc1f-6931-4e22-8508-293b91bf8aaa, ed9119b9-8964-47eb-985c-2fc3157dd69b, e334a879-6648-4907-9ad6-a86d3d587f94, bf8854cf-327e-471d-a270-2af6c26d2a9a, bc01789e-8ab6-4a15-92e8-163a3e499f35, 645dbfc7-98e1-40af-a7b3-4f973dd65538, 33e35255-026a-406c-9ef1-a5e68c6ae47e, e5baca8b-6971-4d35-9ca0-6c96795a74fe, 863d5565-bfc6-44a2-a84e-021f47583fd9, adcf19a1-9b80-4169-bbfd-f323fe247a6d, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 14709f32-a727-4799-b324-b28d66e34913, fe49158e-498e-479b-a695-36e2bf25e182, 13259ed2-0be4-47db-bc42-50db1641398e, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 676abce2-153e-46bd-8b0a-41f018449fdf, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-050449.tif;"03.29.01 / ";Swissair;"Boeing 747-257 B, HB-IGB ""Zurich"" in the livery used from 1971 to 1980 on the ground in Zurich-Kloten";VW Beetle;1971-1980;B747-257 : old painting, on the ground, 1971-1980. report with 86 pictures (selection digitized, no additional motifs available);;Photography : diapositive;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000449345;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-050449;
7bf1ca3e-1523-477f-bb0a-a0c1e38e433f;AssetSet;676abce2-153e-46bd-8b0a-41f018449fdf, 645dbfc7-98e1-40af-a7b3-4f973dd65538, 180f7c2c-afe6-4cc1-b3a1-45311043b437, f0734acf-748c-4445-8364-efd2908da4a0, bf8854cf-327e-471d-a270-2af6c26d2a9a, c036ecde-a5b4-45e7-95d7-e74cdfe7e731, 863d5565-bfc6-44a2-a84e-021f47583fd9, e5baca8b-6971-4d35-9ca0-6c96795a74fe, 41feb4b8-55db-4665-8455-927f734544f3, 37330e02-9b09-4c4c-8731-8bd47cb0d71a, 52dadf4c-2003-43b2-98c4-b17b7dd6adab, 13259ed2-0be4-47db-bc42-50db1641398e, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 14709f32-a727-4799-b324-b28d66e34913, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 36c5613e-aa5a-4173-962d-796f0df8cf68, fe49158e-498e-479b-a695-36e2bf25e182, e669b15b-4bf7-480d-9b28-29c1bbafdb63, e334a879-6648-4907-9ad6-a86d3d587f94, 251bb946-7ad0-4fe5-9ebe-ac1a1c82d1c4, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-050778.tif;"04.01.02 / ";Swissair, Fotograf;Three Swissair Douglas DC-10s at Zurich-Kloten;;1979;Douglas DC-10 : Fleet on the ground, 1979. reportage with 30 pictures (selection digitized, no additional motifs available);;Photography : diapositive;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000449346;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-050778;
d8bd76bb-0419-4fb9-9ecb-5ebf2babbce0;AssetSet;bf8854cf-327e-471d-a270-2af6c26d2a9a, fe49158e-498e-479b-a695-36e2bf25e182, 863d5565-bfc6-44a2-a84e-021f47583fd9, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 251bb946-7ad0-4fe5-9ebe-ac1a1c82d1c4, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 37330e02-9b09-4c4c-8731-8bd47cb0d71a, 36c5613e-aa5a-4173-962d-796f0df8cf68, 33e35255-026a-406c-9ef1-a5e68c6ae47e, c036ecde-a5b4-45e7-95d7-e74cdfe7e731, 14709f32-a727-4799-b324-b28d66e34913, e334a879-6648-4907-9ad6-a86d3d587f94, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 645dbfc7-98e1-40af-a7b3-4f973dd65538, 13259ed2-0be4-47db-bc42-50db1641398e, c96be7f9-51df-4501-8cfe-4f8652129dd2, 52dadf4c-2003-43b2-98c4-b17b7dd6adab, 676abce2-153e-46bd-8b0a-41f018449fdf, 35474658-7f4e-4e48-8dc6-81942bc97688, 41feb4b8-55db-4665-8455-927f734544f3, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 5d330987-d9b4-4cf6-89dc-06adfc48e2bd, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-050830.tif;04.02.06 / 7;Swissair, Fotograf;Cargo loading into a Swissair Douglas DC-10 at Zurich-Kloten;Night shot;ca. 1980;Douglas DC-10 : old paint scheme, cargo loading, 1972-1983. Report with 62 pictures (selection digitized, no additional motifs available);;Photography : diapositive;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000449347;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-050830;
e19c479f-ca5f-4401-9dd3-3a2f330d8b45;AssetSet;14709f32-a727-4799-b324-b28d66e34913, ad22de85-0fcf-45cc-927b-eea52a9c3278, e334a879-6648-4907-9ad6-a86d3d587f94, 180f7c2c-afe6-4cc1-b3a1-45311043b437, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 36c5613e-aa5a-4173-962d-796f0df8cf68, 35474658-7f4e-4e48-8dc6-81942bc97688, 676abce2-153e-46bd-8b0a-41f018449fdf, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, fe49158e-498e-479b-a695-36e2bf25e182, 863d5565-bfc6-44a2-a84e-021f47583fd9, bf8854cf-327e-471d-a270-2af6c26d2a9a, c96be7f9-51df-4501-8cfe-4f8652129dd2, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-051932.tif;"13.06.1a / ";Swissair;Cargo loading into a Convair CV-440-11 Metropolitan at Zurich-Kloten;;1956-1969;Convair Coronado : cargo, 1962-1975. reportage with 26 pictures (selection digitized, no additional motifs available);;Photography : diapositive;Other size;9,5 x 12 cm;Horizontal;coloured;http://doi.org/10.3932/ethz-a-000449348;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-051932;
7c485676-9136-4720-8fc7-3e84629f53ad;AssetSet;69208500-ecca-4597-a353-3e62a35768f2, fe49158e-498e-479b-a695-36e2bf25e182, d32bbc1f-6931-4e22-8508-293b91bf8aaa, e669b15b-4bf7-480d-9b28-29c1bbafdb63, c96be7f9-51df-4501-8cfe-4f8652129dd2, 14709f32-a727-4799-b324-b28d66e34913, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 36c5613e-aa5a-4173-962d-796f0df8cf68, e334a879-6648-4907-9ad6-a86d3d587f94, 676abce2-153e-46bd-8b0a-41f018449fdf, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, bf8854cf-327e-471d-a270-2af6c26d2a9a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-051941.tif;"13.06.1a / ";Swissair;Cargo loading into a Convair CV-990 Coronado in Zurich-Kloten;;1962-1975;Convair Coronado : cargo, 1962-1975. reportage with 26 pictures (selection digitized, no additional motifs available);;Photography : diapositive;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000449350;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-051941;
df6d8776-22a3-4fbc-8718-e0bb52135396;AssetSet;99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, e334a879-6648-4907-9ad6-a86d3d587f94, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 8476101a-f158-4759-961d-0905f141dd57, 14709f32-a727-4799-b324-b28d66e34913, 1537ffb4-0189-4a9c-9a7a-458ddead1344, 425984c7-2056-4d1d-99b9-5057f1ba918e, bc01789e-8ab6-4a15-92e8-163a3e499f35, 676abce2-153e-46bd-8b0a-41f018449fdf, d32bbc1f-6931-4e22-8508-293b91bf8aaa, e669b15b-4bf7-480d-9b28-29c1bbafdb63, bf8854cf-327e-471d-a270-2af6c26d2a9a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-051938.tif;"13.06.1a / ";Swissair, Fotograf;Tanker truck at Zurich-Kloten airport;;1962-1975;Convair Coronado : cargo, 1962-1975. reportage with 26 pictures (selection digitized, no additional motifs available);;Photography : diapositive;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000991574;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-051938;
c437c0f8-4fd4-4517-a0f1-d1b1dffd89a0;AssetSet;e334a879-6648-4907-9ad6-a86d3d587f94, 1e85b8c4-c9ff-408a-9f3b-d437b043524b, 59896f01-75e5-4263-a9b3-9a2be010caca, bf8854cf-327e-471d-a270-2af6c26d2a9a, 39a1a4c7-644f-4440-b834-0559a00c6dd6, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, a0f54f53-a526-41aa-8637-2ca452d9a41b, 69208500-ecca-4597-a353-3e62a35768f2, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 8f60a9fb-78ea-477b-8b87-a624be80f28d, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-051986.tif;"13.09.1a / ";Swissair, Fotograf;Passengers in a Convair CV-990 Coronado of Swissair;;1962-1970;Convair Coronado : Passengers, 1962-1979. Reportage with 24 images (selection digitized, no additional images available);;Photography : diapositive;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000449351;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-051986;
35ea038c-f8e5-49b3-ae62-7ca3c3a785aa;AssetSet;2532d151-864c-4c93-8af7-c8da8e6a5cd6, d54223df-d85d-4b78-bc22-77f898f719b3, 39a1a4c7-644f-4440-b834-0559a00c6dd6, a0f54f53-a526-41aa-8637-2ca452d9a41b, bf8854cf-327e-471d-a270-2af6c26d2a9a, 33e35255-026a-406c-9ef1-a5e68c6ae47e, e334a879-6648-4907-9ad6-a86d3d587f94, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, b9820a39-b916-44d3-b0c9-18bb9e337a56, 1e85b8c4-c9ff-408a-9f3b-d437b043524b, 36c5613e-aa5a-4173-962d-796f0df8cf68, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-052533.tif;"11.32.01 / ";Swissair;Onboard service in the first class cabin of a Swissair plane;;1962;First Class : Service, 1948-2001. Reportage with 20 pictures (selection digitized, no additional motifs available);;Photography : diapositive;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000449352;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-052533;
cce9f649-14ca-4a43-936a-bde180f4420d;AssetSet;a1e3d972-36d1-4e73-854a-8142d489d109, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, 493ac54a-3a7e-43c5-8aaa-1c925029fad5, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 33e35255-026a-406c-9ef1-a5e68c6ae47e, e334a879-6648-4907-9ad6-a86d3d587f94, bf8854cf-327e-471d-a270-2af6c26d2a9a, b9820a39-b916-44d3-b0c9-18bb9e337a56, bcd9ed45-b5d7-47a3-ba33-6ffbdc61020a, 59896f01-75e5-4263-a9b3-9a2be010caca, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR04-052735.tif;16.10.02 / 100153;Swissair;Swissair hostesses in the uniform worn from 1970 to 1977;;1970-1977;Uniform Flight Attendants, 1960-1970. Reportage with 97 images (selection digitized, no additional images available);;Photography : diapositive;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000449353;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR04-052735;
