Entity Identifier;EntityType Identifier;Categories;File name (file_name);Image stock number (eth_image_stock_number);Photographer (eth_photographer);"Title (title;en)";"Description (description;en)";Dating (eth_dating);"Is part of (eth_is_part_of;en)";Impressum (eth_imprint);"Physical description (eth_physical_description;en)";"Dimension (eth_dimension;en)";Special size (eth_special_dimensions);"Orientation (eth_form;en)";"Colour (eth_colour;en)";DOI Link (eth_doi_link);License (eth_license);"Availabilty (eth_availability;en)";"Copyright notice (eth_copyright_notice;en)";"Comments (eth_comments;en)"
4cf22fa9-ac49-41aa-a019-1c3872c233c9;AssetSet;d32bbc1f-6931-4e22-8508-293b91bf8aaa, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, 14709f32-a727-4799-b324-b28d66e34913, b480bf6d-91eb-486b-9654-b6c05fb6ba9f, 41feb4b8-55db-4665-8455-927f734544f3, ab33154f-2ed3-4146-953a-a1b095b58ba0, b27a850d-c251-4391-84ec-82e4924b7ea1, 863d5565-bfc6-44a2-a84e-021f47583fd9, fe49158e-498e-479b-a695-36e2bf25e182, 13259ed2-0be4-47db-bc42-50db1641398e, 14de2d90-85b4-4cac-a148-43d73a854597, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 36c5613e-aa5a-4173-962d-796f0df8cf68, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 810bd695-b335-448c-9b40-557256606625, c036ecde-a5b4-45e7-95d7-e74cdfe7e731, 35474658-7f4e-4e48-8dc6-81942bc97688, 5d330987-d9b4-4cf6-89dc-06adfc48e2bd, 251bb946-7ad0-4fe5-9ebe-ac1a1c82d1c4, 676abce2-153e-46bd-8b0a-41f018449fdf, e669b15b-4bf7-480d-9b28-29c1bbafdb63, bf8854cf-327e-471d-a270-2af6c26d2a9a, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09045-01.tif;09045:01;Swissair, Fotograf;"Engine of the Convair CV-990-30 A Coronado, HB-ICB ""Luzern"" at Zurich-Kloten";;1962;;;Photography : negative;9 x 12 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000240910;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09045-01;
04382749-5c09-4e35-9017-b0875fa450f0;AssetSet;bf8854cf-327e-471d-a270-2af6c26d2a9a, 14709f32-a727-4799-b324-b28d66e34913, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 36c5613e-aa5a-4173-962d-796f0df8cf68, 676abce2-153e-46bd-8b0a-41f018449fdf, 0075cb14-bcc8-439d-a6a6-0d5260d7dd5d, 13259ed2-0be4-47db-bc42-50db1641398e, ab33154f-2ed3-4146-953a-a1b095b58ba0, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, 41feb4b8-55db-4665-8455-927f734544f3, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 863d5565-bfc6-44a2-a84e-021f47583fd9, 180f7c2c-afe6-4cc1-b3a1-45311043b437, fe49158e-498e-479b-a695-36e2bf25e182, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09045-03.tif;09045:03;Swissair, Fotograf;"Convair CV-990-30 A Coronado, HB-ICB ""Lucerne"" on the ground in Zurich-Kloten";;1962;;;Photography : negative;9 x 12 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000240912;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09045-03;
e3ff92e3-474f-4904-b1c2-27504eff8c9c;AssetSet;33e35255-026a-406c-9ef1-a5e68c6ae47e, bf8854cf-327e-471d-a270-2af6c26d2a9a, ad22de85-0fcf-45cc-927b-eea52a9c3278, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 0df7759d-bc4f-404d-9985-6a2b9b4ad472, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, ef75fab7-43dc-4ef1-8c32-66eb5a156c65, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09049-02.tif;09049:02;Swissair;Engine nacelle of a Convair CV-440-11 Metropolitan of Swissair;;05.06.1962;;;Photography : negative;9 x 12 cm;;Vertical;black and white;http://doi.org/10.3932/ethz-a-000488997;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09049-02;
66764e91-9058-4071-816f-06502774bbe4;AssetSet;e334a879-6648-4907-9ad6-a86d3d587f94, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 14709f32-a727-4799-b324-b28d66e34913, 13259ed2-0be4-47db-bc42-50db1641398e, 190034d4-940d-4004-89a6-5d9f6a8a5496, c036ecde-a5b4-45e7-95d7-e74cdfe7e731, a64859ba-b4d6-414f-950d-5210feedc877, bf8854cf-327e-471d-a270-2af6c26d2a9a, 863d5565-bfc6-44a2-a84e-021f47583fd9, 36c5613e-aa5a-4173-962d-796f0df8cf68, d32bbc1f-6931-4e22-8508-293b91bf8aaa, fe49158e-498e-479b-a695-36e2bf25e182, 676abce2-153e-46bd-8b0a-41f018449fdf, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, ae08007e-f907-4a65-bbcb-9d4d893efd62, e669b15b-4bf7-480d-9b28-29c1bbafdb63, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09062-05.tif;09062:05;Swissair, Fotograf;Crash landing of Douglas DC-3D, HB-IRB on a training flight in Zurich-Kloten;Five Caravelle and 11 DC-8 crew members were carried on a training flight Geneva - Zurich. Since all luggage was loaded into the rear cargo hold, the DC-3, HB-IRB was tail heavy and broke loose on landing at Kloten on June 19, 1962. Flight instructor was Captain Alex Hager;19.06.1962;;;Photography : negative;9 x 12 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000240935;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09062-05;
122540b9-9068-4702-bad6-cff2d37e5081;AssetSet;85124a65-6af9-41c5-a54d-423e3d3c0b3c, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 1f389b8a-6287-4564-9963-119684514e11, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 59896f01-75e5-4263-a9b3-9a2be010caca, b27a5373-b503-4aaf-9535-e91a8b6b2ba1, 5ce0001f-dd4a-4d95-bfb4-3a3dc57e9c89, e49f950a-c967-4c85-a98f-9e9cdb35b799, bf8854cf-327e-471d-a270-2af6c26d2a9a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09122-01.tif;09122:01;Swissair;Teletype and telex equipment in the Swissair telecommunications center at Weinbergstrasse 63 in Zurich;;08.01.1963;;;Photography : negative;13 x 18 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000241234;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09122-01;
882daf0c-103c-4bd1-9e0a-378b3cd85af9;AssetSet;d32bbc1f-6931-4e22-8508-293b91bf8aaa, 810bd695-b335-448c-9b40-557256606625, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 6a6f6abe-3233-475a-8a06-2ec4d67fbdab, fe49158e-498e-479b-a695-36e2bf25e182, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 69208500-ecca-4597-a353-3e62a35768f2, d54223df-d85d-4b78-bc22-77f898f719b3, bf8854cf-327e-471d-a270-2af6c26d2a9a, 36c5613e-aa5a-4173-962d-796f0df8cf68, 14709f32-a727-4799-b324-b28d66e34913, 41feb4b8-55db-4665-8455-927f734544f3, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 13259ed2-0be4-47db-bc42-50db1641398e, 6187fa40-28e5-49a9-85b1-3b5af5f18630, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09134-01.tif;09134:01;Swissair, Fotograf;Cockpit of a Swissair Convair CV-990 Coronado;;1963;;;Photography : negative;9 x 12 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000241010;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09134-01;
df3e5f1b-8d9d-4769-8e89-c5715233ab1c;AssetSet;d3ecb878-7a8f-4cf6-9191-2ac9a38968a6, d54223df-d85d-4b78-bc22-77f898f719b3, e334a879-6648-4907-9ad6-a86d3d587f94, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 0df7759d-bc4f-404d-9985-6a2b9b4ad472, 676abce2-153e-46bd-8b0a-41f018449fdf, 3742b87e-fa0c-47a2-a95b-8bea54e1ac8a, b480bf6d-91eb-486b-9654-b6c05fb6ba9f, 61e2cb6c-4bd6-487e-93d5-2506337cb787, 54c73deb-5023-4d70-abb2-8a05fc6cc7db, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, e669b15b-4bf7-480d-9b28-29c1bbafdb63, a0f54f53-a526-41aa-8637-2ca452d9a41b, bf8854cf-327e-471d-a270-2af6c26d2a9a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09164-46.tif;09164:46;Swissair, Fotograf;Installation of a General Electric CJ-805-23B compressor rotor engine in the Swissair shipyard at Zurich-Kloten Airport;Mechanic Albert Merk (l.);14.08.1963;Technical services shipyard, 1967. reportage with 67 pictures (selection digitized, no additional motifs available);;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000245046;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09164-46;
20d984b9-2539-43d3-8116-d7ca3a5d025f;AssetSet;b27a5373-b503-4aaf-9535-e91a8b6b2ba1, 1e7af920-b2cb-4feb-8b49-567c17a5da1f, a0f54f53-a526-41aa-8637-2ca452d9a41b, 3bb59c42-a6cd-48e2-b2ef-d139ea8b1dbe, a1e3d972-36d1-4e73-854a-8142d489d109, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 676b5263-2ce1-4c5a-9615-a338ce87175e, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, bf8854cf-327e-471d-a270-2af6c26d2a9a, d54223df-d85d-4b78-bc22-77f898f719b3, 892bee8f-0f36-4f8e-b742-24a6a92a5df4, d47f2ffa-e31e-465f-b9c9-f777a99b9c00, 127086f9-3fde-450a-985f-3e3894c53333, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 4b06175f-fc14-4e99-8b8b-37dfe1f9113b, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09223-15.tif;09223:15;Swissair;Service anniversary of the head of Swissair's air travel agency, A. Gyseler;A. GyseIer, Chief Air Travel Office (Lurebu), 30 years of service. The uniform color of the left gentleman with the three sleeve stripes is a bit too light. Front: A. Gyseler, Chief Lurebu Main Station, back from left: Milo Färber, Max Bachmann, Urs Jäger, Mrs. Segesser, Secretary;20.05.1964;;;Photography : negative;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000245070;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09223-15;
75aa86eb-8360-488a-8000-c9f573d5f4e2;AssetSet;33e35255-026a-406c-9ef1-a5e68c6ae47e, bf8854cf-327e-471d-a270-2af6c26d2a9a, d54223df-d85d-4b78-bc22-77f898f719b3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 14709f32-a727-4799-b324-b28d66e34913, 676abce2-153e-46bd-8b0a-41f018449fdf, 11fee652-bcdf-4563-b0ce-a2a0ac518bcc, d32bbc1f-6931-4e22-8508-293b91bf8aaa, ba6978b4-3749-4ea3-aaeb-2afb48b1ac0d, e334a879-6648-4907-9ad6-a86d3d587f94, e669b15b-4bf7-480d-9b28-29c1bbafdb63, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 88642a59-74b2-4b4f-aee6-64e75ae9425e, efd10ee1-2db8-4030-b6ef-2605b3dac687, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09230-08.tif;09230:08;Swissair;Arrival of Cardinal Bea with René Forchhammer in a Sud-Aviation SE-210 Caravelle in arrival Zurich-Kloten;R. Forchhammer worked in the Sales Department (Heiligland Reisen) at the Terreniahaus on Weinbergstrasse in Zurich;18.07.1964;Cardinal Bea. Reportage with approx. 10 pictures (selection digitized, no additional motifs available).;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000245081;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09230-08;
fed45142-7689-4880-b2bb-e822b244847c;AssetSet;676abce2-153e-46bd-8b0a-41f018449fdf, 810bd695-b335-448c-9b40-557256606625, 640731e5-d54a-44ca-a25b-8cbc4b603e66, fe49158e-498e-479b-a695-36e2bf25e182, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 113a7545-2d7d-4852-b3e9-ec4dc48590ad, 14709f32-a727-4799-b324-b28d66e34913, e669b15b-4bf7-480d-9b28-29c1bbafdb63, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 863d5565-bfc6-44a2-a84e-021f47583fd9, f0734acf-748c-4445-8364-efd2908da4a0, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, d54223df-d85d-4b78-bc22-77f898f719b3, a1e3d972-36d1-4e73-854a-8142d489d109, 61e2cb6c-4bd6-487e-93d5-2506337cb787, 36c5613e-aa5a-4173-962d-796f0df8cf68, 180f7c2c-afe6-4cc1-b3a1-45311043b437, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, bf8854cf-327e-471d-a270-2af6c26d2a9a, 251bb946-7ad0-4fe5-9ebe-ac1a1c82d1c4, 645dbfc7-98e1-40af-a7b3-4f973dd65538, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09241-10.tif;09241:10;Swissair;New Swissair jet overdresses at Zurich-Kloten;Left: Werner Schnyder, then mechanic linemaintenance at the Technology Maintenance Long Range Aircraft Department (TWL), later flight operations chief at the Swiss Air Force in Dübendorf.;18.09.1964;;;Photography : negative;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000245088;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09241-10;
98b7b7ac-1612-4554-b0af-58d31808fad0;AssetSet;ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 85ba29e3-4576-48ac-968c-dd178ff708a7, 3742b87e-fa0c-47a2-a95b-8bea54e1ac8a, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 847a6626-e8c9-44fe-bc16-78ae9b00c02c, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, bf8854cf-327e-471d-a270-2af6c26d2a9a, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, fe49158e-498e-479b-a695-36e2bf25e182, e334a879-6648-4907-9ad6-a86d3d587f94, f7620d3e-5a60-471f-b008-172e51afb1dd, 2de1b453-8456-48b7-8565-82fa96b8f8fb, cc150d33-e180-4611-a12d-a1bf4e969dc2, 61b0f530-c8de-4edf-b215-0f15b0a36532, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 043df511-3270-493a-a1d3-da89b43ebb0a, 14709f32-a727-4799-b324-b28d66e34913, 676abce2-153e-46bd-8b0a-41f018449fdf, d54223df-d85d-4b78-bc22-77f898f719b3, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09245-18.tif;09245:18;Swissair, Fotograf;Horse loading for the Tokyo Olympics at Zurich-Kloten Airport;;07.10.1964;;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000245102;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09245-18;Camille Bamert: dating: 7.10.1964, Tokyo, engl. Tokyo
6bec4e81-9233-4d06-b741-a3000dfc41d8;AssetSet;1537ffb4-0189-4a9c-9a7a-458ddead1344, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, 33e35255-026a-406c-9ef1-a5e68c6ae47e, d32bbc1f-6931-4e22-8508-293b91bf8aaa, fe49158e-498e-479b-a695-36e2bf25e182, 4f24ef5b-5510-47b8-9c89-ee636a200681, 676abce2-153e-46bd-8b0a-41f018449fdf, 14709f32-a727-4799-b324-b28d66e34913, bf8854cf-327e-471d-a270-2af6c26d2a9a, 863d5565-bfc6-44a2-a84e-021f47583fd9, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, bc01789e-8ab6-4a15-92e8-163a3e499f35, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09254-08.tif;09254:08;Swissair, Fotograf;"Swissair's ""King"" de-icing vehicle at Zurich-Kloten";;11.11.1964;;;Photography : negative;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000245108;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09254-08;
c7094262-df20-4aa3-b02a-1bdd04f938bd;AssetSet;f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, a0f54f53-a526-41aa-8637-2ca452d9a41b, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 54c73deb-5023-4d70-abb2-8a05fc6cc7db, d54223df-d85d-4b78-bc22-77f898f719b3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 190034d4-940d-4004-89a6-5d9f6a8a5496, bf8854cf-327e-471d-a270-2af6c26d2a9a, 3742b87e-fa0c-47a2-a95b-8bea54e1ac8a, e334a879-6648-4907-9ad6-a86d3d587f94, 676abce2-153e-46bd-8b0a-41f018449fdf, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09268-01.tif;09268:01;Swissair, Fotograf;Apprentice in a Swissair workshop at Zurich-Kloten airport;;1/1965;;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000245167;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09268-01;
a9d32d82-4abf-4304-91d7-758c42188883;AssetSet;a0f54f53-a526-41aa-8637-2ca452d9a41b, e334a879-6648-4907-9ad6-a86d3d587f94, e49f950a-c967-4c85-a98f-9e9cdb35b799, bf8854cf-327e-471d-a270-2af6c26d2a9a, af7806e9-a81c-4374-938d-49d920dfe70d, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, dea1882d-6694-48ff-a7c9-aedc15cf7526, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 8f60a9fb-78ea-477b-8b87-a624be80f28d, d54223df-d85d-4b78-bc22-77f898f719b3, ff80d21b-dabf-4454-97f0-324a003e1f9c, 127086f9-3fde-450a-985f-3e3894c53333, 5a98b8e2-6a10-41a7-b119-8d0786c22735, 676b5263-2ce1-4c5a-9615-a338ce87175e, 36c5613e-aa5a-4173-962d-796f0df8cf68, 892bee8f-0f36-4f8e-b742-24a6a92a5df4, 5ce0001f-dd4a-4d95-bfb4-3a3dc57e9c89, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 14236534-2979-4451-b3f4-2cf004c1cfa3, 72ac472b-783b-48cb-9d3a-3d2d43e37a20, 86878cfe-c003-4af0-8340-aa0e83f0211c, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09317-06.tif;09317:06;Swissair, Fotograf;Swissair CEO Walter Berchtold (2nd from left) and Armin Baltensweiler, Deputy to the Chairman of the Board (r.) at a meeting with representatives of SAS;;23.08.1965;;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000245230;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09317-06;
6e82eafc-ff54-4d2c-8b4e-a7de154953ca;AssetSet;33e35255-026a-406c-9ef1-a5e68c6ae47e, e49f950a-c967-4c85-a98f-9e9cdb35b799, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 562497af-f5dd-4676-a34d-415e9efbb3d7, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, bf8854cf-327e-471d-a270-2af6c26d2a9a, 676abce2-153e-46bd-8b0a-41f018449fdf, 8f60a9fb-78ea-477b-8b87-a624be80f28d, 5ce0001f-dd4a-4d95-bfb4-3a3dc57e9c89, d54223df-d85d-4b78-bc22-77f898f719b3, e334a879-6648-4907-9ad6-a86d3d587f94, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 3470c90d-2e04-4922-8cf0-ecac7c647819, 50c06da6-d646-44fc-ab67-53d0dbe5b829, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09318-07.tif;09318:07;Swissair, Fotograf;Armin BaItensweiler, Deputy to the President of the Directorate, in his office at Zurich-Kloten with models of supersonic commercial aircraft.;Note the models of the Supersonic aircraft on his desk. Those were still dreams. Armin Baltensweiler (20.04.1920-12.02.2009): Joined Swissair in 1948, 1956 member of the Executive Board and head of the planning service he created, 1960 Deputy to the Chairman of the Executive Board, from 01.01.1972 Chairman of the Executive Board of Swissair, 1982-1992 Chairman of the Board of Directors and subsequently honored as Honorary Chairman of Swissair, 1973-1983 member of the Executive Board of IATA and lastly Chairman of this body.;03.09.1965;;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000245233;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09318-07;
1cd7b48c-3026-4440-b7ee-9702d9d485f8;AssetSet;dea1882d-6694-48ff-a7c9-aedc15cf7526, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, 8f60a9fb-78ea-477b-8b87-a624be80f28d, d54223df-d85d-4b78-bc22-77f898f719b3, b9820a39-b916-44d3-b0c9-18bb9e337a56, 787358a9-f810-47bd-ba07-09c9ce31da5e, 863d5565-bfc6-44a2-a84e-021f47583fd9, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, e49f950a-c967-4c85-a98f-9e9cdb35b799, e669b15b-4bf7-480d-9b28-29c1bbafdb63, a1e3d972-36d1-4e73-854a-8142d489d109, 59896f01-75e5-4263-a9b3-9a2be010caca, 676abce2-153e-46bd-8b0a-41f018449fdf, bf8854cf-327e-471d-a270-2af6c26d2a9a, 85ba29e3-4576-48ac-968c-dd178ff708a7, 33e35255-026a-406c-9ef1-a5e68c6ae47e, e334a879-6648-4907-9ad6-a86d3d587f94, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, af7806e9-a81c-4374-938d-49d920dfe70d, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09342-05.tif;09342:05;Swissair, Fotograf;New uniform for Swissair hostesses presented in Douglas DC-8 mock-up;In the DC-8 mockup. The hostesses wear the Swissair uniforms newly launched on 01.04.1952, designed by the renowned Swiss fashion designer and Hollywood costume designer René Hubert;12/1965;;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000245266;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09342-05;Andres Janser: The hostesses wear the Swissair uniforms newly launched on April 1, 1952, designed by the renowned Swiss fashion designer and Hollywood costume designer René Hubert
593b79ce-6257-45bd-8483-4b3e50796b1e;AssetSet;ce232b5b-8895-480a-94fe-82777219680f, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, e334a879-6648-4907-9ad6-a86d3d587f94, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, bf8854cf-327e-471d-a270-2af6c26d2a9a, b9820a39-b916-44d3-b0c9-18bb9e337a56, bcd9ed45-b5d7-47a3-ba33-6ffbdc61020a, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 85ba29e3-4576-48ac-968c-dd178ff708a7, a1e3d972-36d1-4e73-854a-8142d489d109, 0560baf8-24be-45b2-a2b0-8358a6bd1066, 764f9c9b-827f-4d36-a1e1-d5d9739060bf, 15a6a20d-4c1a-40e8-988e-d724aec38c2b, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09346-07.tif;09346:07;Swissair, Fotograf;New uniform for Swissair hostesses presented in the photo studio;The hostesses wear the Swissair uniforms newly launched on 01.04.1952, designed by the renowned Swiss fashion designer and Hollywood costume designer René Hubert;21.01.1966;;;Photography : negative;6 x 6 cm;;Square;coloured;http://doi.org/10.3932/ethz-a-000250169;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09346-07;Andres Janser: The hostesses wear the Swissair uniforms newly launched on April 1, 1952, designed by the renowned Swiss fashion designer and Hollywood costume designer René Hubert
7be31db1-ccbc-4fb7-8a49-903439cae4eb;AssetSet;bf8854cf-327e-471d-a270-2af6c26d2a9a, e669b15b-4bf7-480d-9b28-29c1bbafdb63, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 676b5263-2ce1-4c5a-9615-a338ce87175e, 14709f32-a727-4799-b324-b28d66e34913, fe49158e-498e-479b-a695-36e2bf25e182, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 33e35255-026a-406c-9ef1-a5e68c6ae47e, d54223df-d85d-4b78-bc22-77f898f719b3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 863d5565-bfc6-44a2-a84e-021f47583fd9, c4fc01c4-1ec5-4768-9084-c2bf6f0e2ca7, 86878cfe-c003-4af0-8340-aa0e83f0211c, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, 676abce2-153e-46bd-8b0a-41f018449fdf, a0f54f53-a526-41aa-8637-2ca452d9a41b, 4b06175f-fc14-4e99-8b8b-37dfe1f9113b, c1682f72-b3f1-45ff-8dd4-8478790707c0, e334a879-6648-4907-9ad6-a86d3d587f94, 0560baf8-24be-45b2-a2b0-8358a6bd1066, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-09373-01.tif;09373:01;Swissair, Fotograf;Miss Tehran on arrival at Zurich-Kloten airport;;20.05.1966;;;Photography : negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000245282;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-09373-01;
