title,date,name,role,img,party
Un UDC souhaite le retour d'un nouvel Adolf Hitler en Allemagne,06 décembre 2019,Manuel Züger,Vice-président de l'UDC du Wägital,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - SZ
"Un UDC zurichois appelle à ""une Nuit de Cristal"" contre les mosquées",23 juin 2012,Alexander Müller,Politicien local,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Falexander_muller_1_06cac2fe0f.PNG&w=3840&q=75,UDC - ZH
Un admirateur d'Hitler plusieurs fois condamné souhaite entrer au Grand Conseil,08 septembre 2016,Claudio Gantert,Candidat au Grand Conseil de Schaffhouse,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FClaudio_Gantert_4d76f32d1c.png&w=3840&q=75,UDC - SH
Un ancien des Jeunes UDC fonde une section du PNOS,30 décembre 2015,Robin Keller,Ancien membre des Jeunes UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRobin_Keller_0cd97a49ec.png&w=3840&q=75,UDC - SG
Un ancien du PNOS se présente aux élections municipales sous la bannière de l'UDC,25 novembre 2015,Christoph Fankhauser,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristoph_Fankhauser_e06803e0d3.jpg&w=3840&q=75,UDC - BE
Un ancien membre de l'UDC a créé le site web nsdap.ch,13 août 2015,SVP Reinach,Ancien membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - AG
Un calendrier chez Aldi suffit à déclencher l’alerte “islamisation” de Nils Fiechter,09 février 2026,Nils Fiechter,Président des Jeunes UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FNils_Fiechter_Profilbild_720x720_1_621897900_429bf815e8.jpg&w=3840&q=75,UDC - BE
Un candidat UDC attendu au tribunal deux jours après les élections,18 octobre 2023,Max Spiess,Candidat au Conseil national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMax_Spiess_3dac4d954e.png&w=3840&q=75,UDC - TI
Un candidat UDC au Grand Conseil tient des propos plus qu'ambigus sur la Shoah,21 septembre 2013,Julien Fonjallaz,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - GE
Un candidat UDC épinglé pour ses liens avec la fachosphère,28 août 2019,Thibault Schaller,Candidat UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fthibault_schaller_1_6393517e06.png&w=3840&q=75,UDC - VD
Un candidat UDC relaie la propagande négationniste et antisémite,04 septembre 2015,Joseph Navratil,Candidat sur la liste Jeunes UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FJoseph_Navratil_ac6531d90f.png&w=3840&q=75,UDC - GE
Un candidat UDC souhaite la mort des « gauchistes » sur Facebook,13 septembre 2016,Patric Aeschbach,Candidat UDC au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPatric_Aeschbach_b0f0bc72fc.png&w=3840&q=75,UDC - BS
Un commentaire haineux pour soutenir la répression en Hongrie,06 février 2026,Thibault Schaller,Conseiller communal à Lausanne,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fthibault_schaller_1_6393517e06.png&w=3840&q=75,UDC - VD
Un communiqué de presse de l'UDC sur les Érythréens enfreint la norme pénale antiraciste,21 mai 2025,SVP Zuerich,Section Cantonale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - ZH
Un conseiller communal UDC propage des théories du complot,18 septembre 2023,Rolf Meyer,Conseiller communal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRolf_Meyer_661abec5a7.png&w=3840&q=75,UDC - SO
Un député UDC du canton du Jura viole la norme pénale antiraciste,22 avril 1998,Jean-Jacques Kottelat,Député,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - JU
Un élu UDC administrateur d’un groupe Facebook haineux,27 février 2021,Andreas Glarner,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Un élu UDC appelle à imiter l'action « héroïque » de Trump,07 janvier 2026,Michael Rüfenacht,Conseiller municipal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMichael_Ruefenacht_612f33553b.png&w=3840&q=75,UDC - BE
Un élu UDC arrêté pour incendie criminel et mise en danger de la vie d'autrui,01 décembre 2025,Vladimiro Bernardi,Élu municipal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fvladimiro_bernardi_1_67dde582e3.jpeg&w=3840&q=75,UDC - TI
Un élu UDC attaque un manifestant lors d'une manifestation antiraciste,09 novembre 2019,Mietglied SVP / Membre UDC,Vice-président d'une section locale de l'UDC schwyzoise,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - SZ
Un élu UDC condamné pour des graffitis racistes,16 février 2007,André Corboz,Conseiller communal à Bex,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAndre_Corboz_f55f3fc199.png&w=3840&q=75,UDC - VD
Un élu UDC et avocat sanctionné pour pratiques abusives,02 décembre 2019,Rémy Wyssmann,Députés au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRemy_Wyssmann_937ea775e3.png&w=3840&q=75,UDC - SO
Un élu UDC interpellé pour conduite sans permis,01 février 2001,Marcel Boder,Députés au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - SO
Un élu UDC reconnaît avoir envoyé des lettres de menace à des journalistes,28 août 2001,Oswald von Arx,Député au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - SO
Un ex‑député UDC impliqué dans un réseau frauduleux : culpabilité confirmée,28 avril 2023,Jean-Luc Pieren,Ex-député au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FJean_Luc_Pieren_aefbc6225a.png&w=3840&q=75,UDC - NE
Un ex‑élu UDC condamné définitivement pour pédophilie,06 décembre 2021,Mietglied SVP VD / Membre UDC VD,Ancien conseiller communal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - VD
Un ex‑responsable UDC reconnu coupable pour les affiches visant les Darbellay,12 octobre 2018,Mietglied SVP VS / Membre UDC VS,Président de l’UDC du district de Conthey ,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - VS
Un membre UDC germanophone a été photographié faisant des gestes nazis,24 janvier 2024,SVP - UDC,Membre de l'administration,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - CH
Un membre UDC participe à un séminaire des citoyens allemands du Reich,28 novembre 2018,Michael Räumelt,Membre ,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fmimi_a900ef631d.jpg&w=3840&q=75,UDC - GR
Un membre de l'UDC valaisanne a publié des commentaires racistes sur Facebook,27 juillet 2015,Hans-Peter Mathieu,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FHans_Peter_Mathieu_b50c562ee9.png&w=3840&q=75,UDC - VS
Un membre des Jeunes UDC porte un t-shirt de la marque d'extrême droite Peripetie,26 août 2022,Junge SVP CH,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - CH
Un militant UDC condamné pour un char de carnaval raciste,21 février 2020,SVP SG,Militant UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - SG
Un municipal UDC arrêté car il terrorisait ses collègues,15 septembre 2023,Dominik Reis,Municipal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fdominik_reis_1_557b171f31.jpeg&w=3840&q=75,UDC - TG
Un politicien UDC envoie un message raciste à Sanija Ameti ,31 mai 2025,Gaudenz Lüchinger,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGaudenz_Luechinger_6be52e9c09.png&w=3840&q=75,UDC - AG
Un politicien UDC paie pour un rapport non protégé avec une adolescente de 16 ans,18 février 2025,Mietglied SVP AG / Membre UDC AG,Candidat au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - AG
Un président de l'UDC appelle à l'exécution des délinquants,19 septembre 2012,Sepp Spiess,Président de l'UDC Schwyz,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FSepp_Spiess_50bda8efc6.png&w=3840&q=75,UDC - SZ
Un secrétaire de l'UDC démasqué comme skinhead,19 septembre 2000,Roland Traxel,Secrétaire de la section d'Uri ,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - UR
Un sympathisant nazi se présente sur une liste de l'UDC à St-Gall,07 janvier 2020,Marcel Toeltl,Candidat cantonal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMarcel_Toeltl_74997fcba4.jpeg&w=3840&q=75,UDC - SG
Une candidate UDC participe a une cérémonie fasciste,21 avril 2016,Liliane Jessica Tami,Candidate UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fliliane_1_1_afd839fad3.jpg&w=3840&q=75,UDC - TI
Une candidate tessinoise minimise publiquement l'Holocauste,03 mars 2021,Liliane Jessica Tami,Candidate UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fliliane_1_1_afd839fad3.jpg&w=3840&q=75,UDC - TI
Une conseillère municipale diffuse des théories du complot antisémites,19 décembre 2019,Ursula Krieger,Conseillère municipale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,Autre - BL
Une députée cantonale de Zoug insultée par le président du groupe UDC de Wil (SG),07 février 2016,Mario Schmitt,Président du groupe UDC à Wil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMario_Schmitt_7d28e055a4.png&w=3840&q=75,UDC - SG
Une élue UDC déclare «s’encoubler sur des personnes qui ne devraient pas être en Suisse»,27 mars 2025,Josée-Christine Lavanchy,Conseillère communale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fjosee_christine_lavanchy_1_9e9516f5be.jpg&w=3840&q=75,UDC - VD
Une membre des Jeunes UDC impliquée dans Militants Suisses et Némésis,29 octobre 2021,Léa Baeriswyl,Membre Jeunes UDC Valais,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FLea_Baeriswyl_f4bb15d2f5.png&w=3840&q=75,UDC - VS
Une pétition réclame l'interdiction du voile islamique dans toutes les écoles du pays,01 décembre 2025,Egerkinger Komitee,Association,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FComite_d_Egerkingen_logo_7f5e48efe3.png&w=3840&q=75,Comité d'Egerkingen - CH
Une publication Instagram islamophobe par Vivienne Huber,28 juin 2025,Vivienne Huber,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fvivienne_huber_1_9a57c23fe3.jpg&w=3840&q=75,UDC - AG
Une vidéo montre un élu UDC de Bellinzone proférer des insultes racistes,12 novembre 2018,Tuto Rossi,Conseiller communal de Bellinzone,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FTuto_Rossi_ef2351ce40.png&w=3840&q=75,UDC - TI
V. Huber se demande si l'interdiction d'une race de chiens ne pourrait pas s'appliquer aux réfugiés,06 février 2025,Vivienne Huber,Membre UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fvivienne_huber_1_9a57c23fe3.jpg&w=3840&q=75,UDC - AG
Violence envers les femmes : L'obsession xénophobe de Thomas Knutti,15 décembre 2025,Thomas Knutti,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FThomas_Knutti_ee9a6c62cb.jpg&w=3840&q=75,UDC - BE
Violences domestiques : l’UDC détourne le débat vers la nationalité,10 décembre 2025,Pascal Schmid,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FPascal_Schmid_04ed5363d4.png&w=3840&q=75,UDC - TG
Vivienne Huber cible les étrangers sur les résultats de l'étude PISA,01 décembre 2025,Vivienne Huber,Membre UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fvivienne_huber_1_9a57c23fe3.jpg&w=3840&q=75,UDC - AG
Vivienne Huber tient des propos homophobes,07 août 2024,Vivienne Huber,Membre UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fvivienne_huber_1_9a57c23fe3.jpg&w=3840&q=75,UDC - AG
"Walter Wobmann lance le jeu islamophobe ""Minaret Attack""",27 novembre 2009,Walter Wobmann,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FWalter_Wobmann_2019_e4e1d7ada7.jpg&w=3840&q=75,UDC - SO
Walter Wobmann ne souhaite plus de réfugiés musulmans,07 janvier 2015,Walter Wobmann,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FWalter_Wobmann_2019_e4e1d7ada7.jpg&w=3840&q=75,UDC - SO
Walter Wobmann veut bannir le voile islamique des photos,22 septembre 2016,Walter Wobmann,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FWalter_Wobmann_2019_e4e1d7ada7.jpg&w=3840&q=75,UDC - SO
Werner Furrer condamné pour conduite en état d’ivresse,23 mai 2001,Werner Furrer,Députés au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FWerner_Furrer_e5c4b37bc1.png&w=3840&q=75,UDC - ZH
Wilhelm Wyss crée une association d'amitié Russe-Suisse,05 février 2024,Wilhelm Wyss ,Ancien membre UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FWilhelm_Wyss_7e2fbabb54.jpeg&w=3840&q=75,UDC - BS
Yohan Ziehli participe à une conférence d'extrême droite,18 juin 2022,Yohan Ziehli,Vice-président UDC Vaud et conseiller communal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FYohan_Ziehli_Blanc_scaled_8ada928333.jpg&w=3840&q=75,UDC - VD
"Youtube bloque une vidéo de l'UDC zurichoise pour ""appel à la haine""",10 octobre 2019,SVP Zuerich,Parti zurichois,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - ZH
Yves Nidegger approuve le discours de Poutine sur la décadence occidentale,05 mai 2023,Yves Nidegger,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FYves_Nidegger_50ce8d6773.png&w=3840&q=75,UDC - GE
Yves Ravenel (UDC) condamné pour menaces envers son épouse,10 janvier 2020,Yves Ravenel,Député,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FYves_Ravenel_4047c0ec16.png&w=3840&q=75,UDC - VD
Yvette Estermann collabore avec une organisation partageant du contenu antisémite,31 octobre 2019,Yvette Estermann,Conseillère nationale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FYvette_Estermann_d305b7b192.png&w=3840&q=75,UDC - LU
Yvette Estermann et Anian Liebrand posent sur une photo avec un néonazi,27 janvier 2009,Junge SVP LU,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - LU
Zurich : L'UDC instrumentalise une attaque antisémite pour diffamer ses adversaires,04 mars 2024,Tobias Weidmann,Député au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FTobias_Weidmann_e3222d162c.png&w=3840&q=75,UDC - ZH
